time,latitude,longitude,chl,uo,vo,fe,no3,po4,si,o2,ph,so,spco2,thetao,wo
2023-12-01,20.0,87.0,0.42681095,-0.24319966,0.038144294,0.00074208603,0.27505225,0.039848026,1.5539969,211.99715,8.096696,31.763088,32.935463,27.544558,-9.283912e-06
2023-12-01,21.25,89.25,0.38193667,-0.35864314,-0.16293776,0.0014022157,2.6836293,0.0039745704,2.8288455,220.32005,8.162238,25.81912,27.777441,26.477032,5.6698736e-06
2023-12-01,21.25,89.0,0.512796,-0.13379046,-0.05129079,0.002010856,2.9820895,0.030993843,3.7687142,220.47899,8.142268,25.080118,27.914038,26.698977,1.5552009e-06
2023-12-01,21.25,88.75,0.487029,-0.0550574,-0.027183743,0.0027312508,2.96866,0.03871239,3.8342655,221.24594,8.146343,24.441927,26.942614,26.52627,-4.4992703e-08
2023-12-01,21.25,88.5,0.6965228,-0.048469234,-0.06764634,0.003417445,2.3901453,0.0030146427,2.7050235,228.16885,8.196014,20.533213,21.000084,26.039387,-4.1736564e-07
2023-12-01,21.25,88.25,0.6462909,-0.065738805,-0.10677644,0.0034648392,1.6065857,0.0018879198,2.753437,235.99634,8.300098,13.557781,14.892741,25.965162,3.4447937e-06
2023-12-01,21.25,88.0,0.6016391,-0.09914514,-0.073212646,0.0032229577,1.4442753,0.0021313864,2.6294444,234.61313,8.300824,14.588993,15.513365,26.149494,5.1593674e-06
2023-12-01,21.25,87.75,0.5013222,-0.06482991,-0.039893527,0.0039008236,1.6133543,0.0019010104,2.4255562,230.71057,8.234491,17.596266,18.43538,26.45239,3.0181402e-06
2023-12-01,21.25,87.5,0.31547415,-0.14112681,0.054305382,0.003327034,1.877033,0.00065025187,2.2142324,227.36342,8.180655,21.072954,21.43607,26.61957,2.8922468e-06
2023-12-01,21.25,87.25,0.2484973,-0.12566747,-0.042880397,0.0037452132,2.4727552,0.00050584646,2.427883,225.00209,8.184613,21.305164,22.501677,26.32434,-9.3499943e-07
2023-12-01,21.25,87.0,0.24441713,-0.019394323,-0.02255256,0.0053177546,2.4099789,0.00047138013,2.8953102,225.0117,8.207265,19.319124,20.910847,25.939137,-1.0024404e-07
2023-12-01,21.0,91.0,0.30302358,-0.08502264,0.027769856,0.0025028607,14.941364,0.0005922974,14.027196,225.96123,8.208946,20.22678,25.850395,26.08633,-1.3359536e-06
2023-12-01,21.0,90.75,0.25249138,-0.004098858,0.01416694,0.0021963362,13.1888275,0.00050071935,11.56267,223.13255,8.180128,21.610834,27.343689,26.040373,4.8226235e-07
2023-12-01,21.0,90.5,0.20922095,-0.13030444,0.28146222,0.0017723988,10.140893,0.000413247,8.182409,220.40297,8.168927,23.725048,28.074492,26.574135,-1.3434186e-06
2023-12-01,21.25,89.5,0.42739078,-0.05996677,0.09762443,0.0012851749,3.23997,0.0027075403,2.6536834,220.40273,8.153661,26.148375,28.45719,26.517647,-1.6696765e-07
2023-12-01,21.0,90.25,0.19866115,-0.4866097,0.0038453483,0.0014427034,7.204948,0.00039802544,5.7803187,218.47723,8.15915,24.677399,28.613493,26.276138,-8.0107753e-07
2023-12-01,21.0,89.75,0.57054937,-0.095345944,-0.027227351,0.001502395,5.258763,0.0021897443,3.471124,222.3406,8.145273,26.070763,29.047977,26.451326,-5.706414e-06
2023-12-01,21.0,89.5,0.3619655,-0.20008257,0.54237235,0.0011036225,2.802667,0.001686086,2.4885926,217.76607,8.143848,26.86181,29.475979,26.430191,-4.619839e-06
2023-12-01,21.0,89.25,0.332096,0.013268695,-0.033762008,0.0008699406,1.2435752,0.0025217799,2.203004,215.84177,8.1155815,29.070795,31.198727,26.86118,3.2862567e-06
2023-12-01,21.0,89.0,0.40533608,-0.1782932,-0.044947598,0.0011980813,1.9282686,0.0066642687,2.8438764,218.6394,8.122887,28.434158,30.148973,26.703007,-5.66083e-06
2023-12-01,21.0,88.75,0.44376943,-0.1977475,-0.20734008,0.0016925096,2.183098,0.0137324575,3.2525744,220.45854,8.141325,26.253983,28.441008,26.59756,-1.7589871e-08
2023-12-01,21.0,88.5,0.43475103,-0.16571426,-0.09968631,0.0015692685,1.7502162,0.007818915,2.8843415,220.35281,8.167966,25.658756,26.861439,26.462948,-2.0125988e-06
2023-12-01,21.0,88.25,0.43801737,-0.2387122,-0.24746458,0.0019086973,1.7121708,0.004001961,2.667756,223.57613,8.211108,23.276566,23.51798,26.110243,-9.706068e-06
2023-12-01,21.0,88.0,0.45279554,-0.2418121,-0.075217895,0.0020885852,1.5962851,0.0025390617,2.1841455,224.9759,8.205144,22.39936,23.284134,26.40133,6.1191417e-06
2023-12-01,21.0,87.75,0.32651824,-0.16535598,-0.06839723,0.0028989436,1.77243,0.00079032755,2.192633,227.09384,8.195458,21.845055,21.656536,26.49022,-9.27245e-07
2023-12-01,21.0,87.5,0.23573478,-0.013261085,0.008300529,0.0022012235,1.9692488,0.00057702255,2.0250883,223.28534,8.194383,22.464338,23.63122,26.38647,-4.0621447e-07
2023-12-01,21.0,87.25,0.2539419,-0.0026356853,0.19788668,0.002102503,1.8499839,0.00069066737,1.9644135,221.29782,8.188067,23.393568,24.860611,26.557032,-5.4247375e-06
2023-12-01,21.0,87.0,0.4200063,0.0005261227,-0.055503935,0.004362924,3.295668,0.0017052557,3.113151,224.87704,8.194743,21.198145,22.954346,26.23651,-1.8266128e-07
2023-12-01,20.75,91.0,0.32111973,-0.28447226,-0.3077043,0.0019811112,9.916939,0.00063979084,8.890316,221.22217,8.173041,23.277151,28.081034,26.555754,4.631669e-06
2023-12-01,21.0,90.0,0.2599378,-0.37878722,-0.2293804,0.0014564513,7.954225,0.0004322264,5.6359158,219.42838,8.171774,23.978355,28.028738,26.088985,2.8682812e-06
2023-12-01,21.25,90.0,1.5895981,-0.26402724,0.055145327,0.0030828305,12.154704,0.01855312,6.8201137,232.22694,8.164805,23.96234,28.025839,26.284767,-7.5693883e-06
2023-12-01,21.25,90.25,1.3153635,-0.37306488,-0.037188485,0.0032297885,17.805454,0.011644894,10.646569,233.2246,8.214186,20.174595,25.755657,26.136778,-1.9284996e-06
2023-12-01,21.25,90.5,0.6290323,-0.33214283,-0.053161442,0.004210379,26.29856,0.0011888855,17.232738,238.86693,8.30641,15.578736,21.459183,25.949131,-8.8166905e-07
2023-12-01,22.5,91.0,4.1916885,0.012548873,-0.04014083,0.0064453604,36.91421,0.097402364,8.76982,356.44998,8.512641,0.85389864,12.310148,25.301598,7.53393e-06
2023-12-01,22.25,91.0,6.378579,-0.0008071761,-0.0027768586,0.009899572,42.538433,0.04813785,31.769693,367.80527,8.543152,1.5870188,11.626986,25.154858,5.350457e-07
2023-12-01,22.0,90.75,5.8448396,0.026487766,-0.0022746073,0.0081868805,25.355001,0.008291449,27.356,314.0875,8.395618,7.8827157,13.733494,25.036978,2.6777695e-07
2023-12-01,22.0,90.5,4.345185,0.024321623,0.004418729,0.00818912,18.23654,0.0071914643,19.05466,290.92358,8.35414,9.244861,13.205739,25.068419,9.2380355e-07
2023-12-01,21.75,91.0,5.7117763,0.010001457,-0.0039252928,0.006588694,38.877666,0.008097086,47.6072,300.3877,8.448539,5.3411245,14.568125,25.341484,1.6128715e-07
2023-12-01,21.75,90.75,5.682319,0.0030778958,-0.0072842683,0.0071233218,30.047714,0.008021856,30.67459,300.09637,8.3951435,8.441503,15.699052,25.26001,1.7807369e-07
2023-12-01,21.75,90.5,5.3877172,0.0056561413,0.0035327328,0.0073826467,23.069853,0.0077512925,20.381605,294.20657,8.328579,12.261047,17.441116,25.378944,-4.212817e-08
2023-12-01,21.75,90.25,4.256518,0.02193334,-0.010418671,0.006125189,14.497757,0.0067766504,10.855181,274.14554,8.287065,13.039695,16.983393,25.48382,1.0786121e-06
2023-12-01,21.75,90.0,1.360196,-0.009402154,-0.038749475,0.0038835104,5.3492293,0.0029190641,6.8932276,242.26009,8.288875,12.291,15.381369,25.52891,8.628554e-07
